country,date,accumulated_deaths,increase_of_deaths
Somalia,2020-03-20,0,0
Somalia,2020-03-11,0,0
Somalia,2020-03-03,0,0
Somalia,2020-03-26,0,0
Somalia,2020-03-05,0,0
Somalia,2020-03-01,0,0
Somalia,2020-03-24,0,0
Somalia,2020-03-09,0,0
Somalia,2020-03-16,0,0
Somalia,2020-03-15,0,0
Somalia,2020-03-18,0,0
Somalia,2020-03-12,0,0
Somalia,2020-03-27,0,0
Somalia,2020-03-19,0,0
Somalia,2020-03-07,0,0
Somalia,2020-03-06,0,0
Somalia,2020-03-08,0,0
Somalia,2020-03-22,0,0
South Africa,2020-03-23,0,0
South Africa,2020-03-08,0,0
South Africa,2020-03-01,0,0
South Africa,2020-03-15,0,0
South Africa,2020-03-18,0,0
South Africa,2020-03-03,0,0
South Africa,2020-03-22,0,0
South Africa,2020-03-11,0,0
South Africa,2020-03-02,0,0
South Africa,2020-03-04,0,0
South Africa,2020-03-17,0,0
South Africa,2020-03-06,0,0
South Africa,2020-03-20,0,0
South Africa,2020-03-16,0,0
South Africa,2020-03-05,0,0
South Africa,2020-03-09,0,0
South Africa,2020-03-21,0,0
South Africa,2020-03-24,0,0
South Africa,2020-03-07,0,0
South Africa,2020-03-25,0,0
South Africa,2020-03-26,0,0
South Africa,2020-03-10,0,0
South Africa,2020-03-27,1,1
South Africa,2020-03-19,0,-1
South Africa,2020-03-12,0,0
South Africa,2020-03-13,0,0
South Africa,2020-03-14,0,0
Spain,2020-03-22,1772,0
Spain,2020-03-02,0,-1772
Spain,2020-03-26,4365,4365
Spain,2020-03-21,1375,-2990
Spain,2020-03-07,10,-1365
Spain,2020-03-11,54,44
Spain,2020-03-17,533,479
Spain,2020-03-06,5,-528
Spain,2020-03-25,3647,3642
Spain,2020-03-18,623,-3024
Spain,2020-03-04,2,-621
Spain,2020-03-12,55,53
Spain,2020-03-05,3,-52
Spain,2020-03-16,342,339
Spain,2020-03-10,35,-307
Spain,2020-03-15,289,254
Spain,2020-03-03,1,-288
Spain,2020-03-13,133,132
Spain,2020-03-01,0,-133
Spain,2020-03-08,17,17
Spain,2020-03-19,830,813
Spain,2020-03-09,28,-802
Spain,2020-03-20,1043,1015
Spain,2020-03-24,2808,1765
Spain,2020-03-27,5138,2330
Spain,2020-03-14,195,-4943
Spain,2020-03-23,2311,2116
Sri Lanka,2020-03-08,0,0
Sri Lanka,2020-03-04,0,0
Sri Lanka,2020-03-27,0,0
Sri Lanka,2020-03-26,0,0
Sri Lanka,2020-03-19,0,0
Sri Lanka,2020-03-10,0,0
Sri Lanka,2020-03-03,0,0
Sri Lanka,2020-03-22,0,0
Sri Lanka,2020-03-11,0,0
Sri Lanka,2020-03-20,0,0
Sri Lanka,2020-03-07,0,0
Sri Lanka,2020-03-15,0,0
Sri Lanka,2020-03-16,0,0
Sri Lanka,2020-03-01,0,0
Sri Lanka,2020-03-13,0,0
Sri Lanka,2020-03-24,0,0
Sri Lanka,2020-03-02,0,0
Sri Lanka,2020-03-14,0,0
Sri Lanka,2020-03-23,0,0
Sri Lanka,2020-03-25,0,0
Sri Lanka,2020-03-12,0,0
Sri Lanka,2020-03-06,0,0
Sri Lanka,2020-03-17,0,0
Sri Lanka,2020-03-21,0,0
Sri Lanka,2020-03-18,0,0
Sri Lanka,2020-03-09,0,0
Sri Lanka,2020-03-05,0,0
Sudan,2020-03-21,1,0
Sudan,2020-03-27,1,0
Sudan,2020-03-14,1,0
Sudan,2020-03-08,0,-1
Sudan,2020-03-19,1,1
Sudan,2020-03-01,0,-1
Sudan,2020-03-10,0,0
Sudan,2020-03-12,0,0
Sudan,2020-03-26,1,1
Sudan,2020-03-18,1,0
Sudan,2020-03-24,1,0
Sudan,2020-03-13,1,0
Sudan,2020-03-25,1,0
Sudan,2020-03-07,0,-1
Sudan,2020-03-20,1,1
Sudan,2020-03-09,0,-1
Sudan,2020-03-23,1,1
Sudan,2020-03-05,0,-1
Sudan,2020-03-17,1,1
Sudan,2020-03-22,1,0
Sudan,2020-03-16,1,0
Sudan,2020-03-03,0,-1
Sudan,2020-03-15,1,1
Sudan,2020-03-06,0,-1
Sudan,2020-03-02,0,0
Sudan,2020-03-11,0,0
Sudan,2020-03-04,0,0
Suriname,2020-03-17,0,0
Suriname,2020-03-03,0,0
Suriname,2020-03-11,0,0
Suriname,2020-03-16,0,0
Suriname,2020-03-24,0,0
Suriname,2020-03-14,0,0
Suriname,2020-03-07,0,0
Suriname,2020-03-20,0,0
Suriname,2020-03-26,0,0
Suriname,2020-03-23,0,0
Suriname,2020-03-02,0,0
Suriname,2020-03-01,0,0
Suriname,2020-03-08,0,0
Suriname,2020-03-27,0,0
Suriname,2020-03-21,0,0
Suriname,2020-03-19,0,0
Suriname,2020-03-22,0,0
Suriname,2020-03-18,0,0
Suriname,2020-03-06,0,0
Suriname,2020-03-25,0,0
Suriname,2020-03-12,0,0
Suriname,2020-03-13,0,0
Suriname,2020-03-05,0,0
Suriname,2020-03-09,0,0
Suriname,2020-03-15,0,0
Suriname,2020-03-10,0,0
Suriname,2020-03-04,0,0
Sweden,2020-03-05,0,0
Sweden,2020-03-08,0,0
Sweden,2020-03-06,0,0
Sweden,2020-03-23,25,25
Sweden,2020-03-14,2,-23
Sweden,2020-03-21,20,18
Sweden,2020-03-09,0,-20
Sweden,2020-03-22,21,21
Sweden,2020-03-18,10,-11
Sweden,2020-03-03,0,-10
Sweden,2020-03-02,0,0
Sweden,2020-03-12,1,1
Sweden,2020-03-07,0,-1
Sweden,2020-03-15,3,3
Sweden,2020-03-11,1,-2
Sweden,2020-03-24,36,35
Sweden,2020-03-01,0,-36
Sweden,2020-03-26,77,77
Sweden,2020-03-16,6,-71
Sweden,2020-03-25,62,56
Sweden,2020-03-19,11,-51
Sweden,2020-03-17,7,-4
Sweden,2020-03-13,1,-6
Sweden,2020-03-04,0,-1
Sweden,2020-03-20,16,16
Sweden,2020-03-27,105,89
Sweden,2020-03-10,0,-105
Switzerland,2020-03-25,153,0
Switzerland,2020-03-03,0,-153
Switzerland,2020-03-10,3,3
Switzerland,2020-03-06,1,-2
Switzerland,2020-03-01,0,-1
Switzerland,2020-03-07,1,1
Switzerland,2020-03-19,41,40
Switzerland,2020-03-09,2,-39
Switzerland,2020-03-11,4,2
Switzerland,2020-03-18,28,24
Switzerland,2020-03-15,14,-14
Switzerland,2020-03-16,14,0
Switzerland,2020-03-13,11,-3
Switzerland,2020-03-24,122,111
Switzerland,2020-03-04,0,-122
Switzerland,2020-03-12,4,4
Switzerland,2020-03-27,231,227
Switzerland,2020-03-22,98,-133
Switzerland,2020-03-20,54,-44
Switzerland,2020-03-08,2,-52
Switzerland,2020-03-02,0,-2
Switzerland,2020-03-21,75,75
Switzerland,2020-03-26,191,116
Switzerland,2020-03-14,13,-178
Switzerland,2020-03-23,120,107
Switzerland,2020-03-05,1,-119
Switzerland,2020-03-17,27,26
Syria,2020-03-08,0,0
Syria,2020-03-13,0,0
Syria,2020-03-23,0,0
Syria,2020-03-24,0,0
Syria,2020-03-25,0,0
Syria,2020-03-09,0,0
Syria,2020-03-05,0,0
Syria,2020-03-01,0,0
Syria,2020-03-06,0,0
Syria,2020-03-02,0,0
Syria,2020-03-10,0,0
Syria,2020-03-16,0,0
Syria,2020-03-19,0,0
Syria,2020-03-15,0,0
Syria,2020-03-27,0,0
Syria,2020-03-18,0,0
Syria,2020-03-20,0,0
Syria,2020-03-21,0,0
Syria,2020-03-03,0,0
Syria,2020-03-26,0,0
Syria,2020-03-11,0,0
Syria,2020-03-17,0,0
Syria,2020-03-07,0,0
Syria,2020-03-12,0,0
Syria,2020-03-22,0,0
Syria,2020-03-04,0,0
Syria,2020-03-14,0,0
Taiwan*,2020-03-16,1,0
Taiwan*,2020-03-26,2,1
Taiwan*,2020-03-01,1,-1
Taiwan*,2020-03-11,1,0
Taiwan*,2020-03-03,1,0
Taiwan*,2020-03-22,2,1
Taiwan*,2020-03-19,1,-1
Taiwan*,2020-03-05,1,0
Taiwan*,2020-03-08,1,0
Taiwan*,2020-03-27,2,1
Taiwan*,2020-03-17,1,-1
Taiwan*,2020-03-06,1,0
Taiwan*,2020-03-14,1,0
Taiwan*,2020-03-21,2,1
Taiwan*,2020-03-02,1,-1
Taiwan*,2020-03-18,1,0
Taiwan*,2020-03-07,1,0
Taiwan*,2020-03-25,2,1
Taiwan*,2020-03-12,1,-1
Taiwan*,2020-03-23,2,1
Taiwan*,2020-03-09,1,-1
Taiwan*,2020-03-10,1,0
Taiwan*,2020-03-13,1,0
Taiwan*,2020-03-24,2,1
Taiwan*,2020-03-20,2,0
Taiwan*,2020-03-04,1,-1
Taiwan*,2020-03-15,1,0
Tanzania,2020-03-20,0,0
Tanzania,2020-03-19,0,0
Tanzania,2020-03-23,0,0
Tanzania,2020-03-25,0,0
Tanzania,2020-03-04,0,0
Tanzania,2020-03-01,0,0
Tanzania,2020-03-08,0,0
Tanzania,2020-03-26,0,0
Tanzania,2020-03-17,0,0
Tanzania,2020-03-13,0,0
Tanzania,2020-03-02,0,0
Tanzania,2020-03-06,0,0
Tanzania,2020-03-14,0,0
Tanzania,2020-03-10,0,0
Tanzania,2020-03-21,0,0
Tanzania,2020-03-27,0,0
Tanzania,2020-03-18,0,0
Tanzania,2020-03-09,0,0
Tanzania,2020-03-24,0,0
Tanzania,2020-03-07,0,0
Tanzania,2020-03-03,0,0
Tanzania,2020-03-12,0,0
Tanzania,2020-03-16,0,0
Tanzania,2020-03-22,0,0
Tanzania,2020-03-05,0,0
Tanzania,2020-03-11,0,0
Tanzania,2020-03-15,0,0
Thailand,2020-03-16,1,0
Thailand,2020-03-11,1,0
Thailand,2020-03-14,1,0
Thailand,2020-03-12,1,0
Thailand,2020-03-13,1,0
Thailand,2020-03-01,1,0
Thailand,2020-03-25,4,3
Thailand,2020-03-02,1,-3
Thailand,2020-03-15,1,0
Thailand,2020-03-26,4,3
Thailand,2020-03-07,1,-3
Thailand,2020-03-18,1,0
Thailand,2020-03-20,1,0
Thailand,2020-03-21,1,0
Thailand,2020-03-24,4,3
Thailand,2020-03-06,1,-3
Thailand,2020-03-08,1,0
Thailand,2020-03-17,1,0
Thailand,2020-03-10,1,0
Thailand,2020-03-19,1,0
Thailand,2020-03-22,1,0
Thailand,2020-03-04,1,0
Thailand,2020-03-27,5,4
Thailand,2020-03-09,1,-4
Thailand,2020-03-23,1,0
Thailand,2020-03-03,1,0
Thailand,2020-03-05,1,0
Timor-Leste,2020-03-05,0,0
Timor-Leste,2020-03-21,0,0
Timor-Leste,2020-03-24,0,0
Timor-Leste,2020-03-23,0,0
Timor-Leste,2020-03-06,0,0
Timor-Leste,2020-03-12,0,0
Timor-Leste,2020-03-15,0,0
Timor-Leste,2020-03-08,0,0
Timor-Leste,2020-03-01,0,0
Timor-Leste,2020-03-17,0,0
Timor-Leste,2020-03-26,0,0
Timor-Leste,2020-03-27,0,0
Timor-Leste,2020-03-10,0,0
Timor-Leste,2020-03-02,0,0
Timor-Leste,2020-03-20,0,0
Timor-Leste,2020-03-04,0,0
Timor-Leste,2020-03-25,0,0
Timor-Leste,2020-03-19,0,0
Timor-Leste,2020-03-09,0,0
Timor-Leste,2020-03-22,0,0
Timor-Leste,2020-03-18,0,0
Timor-Leste,2020-03-13,0,0
Timor-Leste,2020-03-03,0,0
Timor-Leste,2020-03-11,0,0
Timor-Leste,2020-03-07,0,0
Timor-Leste,2020-03-16,0,0
Timor-Leste,2020-03-14,0,0
Togo,2020-03-11,0,0
Togo,2020-03-05,0,0
Togo,2020-03-08,0,0
Togo,2020-03-22,0,0
Togo,2020-03-19,0,0
Togo,2020-03-01,0,0
Togo,2020-03-25,0,0
Togo,2020-03-14,0,0
Togo,2020-03-17,0,0
Togo,2020-03-13,0,0
Togo,2020-03-10,0,0
Togo,2020-03-20,0,0
Togo,2020-03-27,1,1
Togo,2020-03-06,0,-1
Togo,2020-03-07,0,0
Togo,2020-03-04,0,0
Togo,2020-03-26,0,0
Togo,2020-03-18,0,0
Togo,2020-03-02,0,0
Togo,2020-03-15,0,0
Togo,2020-03-16,0,0
Togo,2020-03-03,0,0
Togo,2020-03-24,0,0
Togo,2020-03-21,0,0
Togo,2020-03-09,0,0
Togo,2020-03-12,0,0
Togo,2020-03-23,0,0
Trinidad and Tobago,2020-03-18,0,0
Trinidad and Tobago,2020-03-19,0,0
Trinidad and Tobago,2020-03-10,0,0
Trinidad and Tobago,2020-03-04,0,0
Trinidad and Tobago,2020-03-03,0,0
Trinidad and Tobago,2020-03-09,0,0
Trinidad and Tobago,2020-03-12,0,0
Trinidad and Tobago,2020-03-15,0,0
Trinidad and Tobago,2020-03-11,0,0
Trinidad and Tobago,2020-03-22,0,0
Trinidad and Tobago,2020-03-05,0,0
Trinidad and Tobago,2020-03-20,0,0
Trinidad and Tobago,2020-03-07,0,0
Trinidad and Tobago,2020-03-02,0,0
Trinidad and Tobago,2020-03-23,0,0
Trinidad and Tobago,2020-03-25,1,1
Trinidad and Tobago,2020-03-13,0,-1
Trinidad and Tobago,2020-03-27,2,2
Trinidad and Tobago,2020-03-14,0,-2
Trinidad and Tobago,2020-03-21,0,0
Trinidad and Tobago,2020-03-08,0,0
Trinidad and Tobago,2020-03-01,0,0
Trinidad and Tobago,2020-03-26,1,1
Trinidad and Tobago,2020-03-16,0,-1
Trinidad and Tobago,2020-03-06,0,0
Trinidad and Tobago,2020-03-24,0,0
Trinidad and Tobago,2020-03-17,0,0
Tunisia,2020-03-05,0,0
Tunisia,2020-03-16,0,0
Tunisia,2020-03-06,0,0
Tunisia,2020-03-02,0,0
Tunisia,2020-03-26,6,6
Tunisia,2020-03-09,0,-6
Tunisia,2020-03-27,6,6
Tunisia,2020-03-15,0,-6
Tunisia,2020-03-12,0,0
Tunisia,2020-03-24,4,4
Tunisia,2020-03-23,3,-1
Tunisia,2020-03-21,1,-2
Tunisia,2020-03-03,0,-1
Tunisia,2020-03-18,0,0
Tunisia,2020-03-13,0,0
Tunisia,2020-03-22,3,3
Tunisia,2020-03-08,0,-3
Tunisia,2020-03-14,0,0
Tunisia,2020-03-17,0,0
Tunisia,2020-03-19,1,1
Tunisia,2020-03-07,0,-1
Tunisia,2020-03-04,0,0
Tunisia,2020-03-10,0,0
Tunisia,2020-03-11,0,0
Tunisia,2020-03-20,1,1
Tunisia,2020-03-25,5,4
Tunisia,2020-03-01,0,-5
Turkey,2020-03-09,0,0
Turkey,2020-03-21,9,9
Turkey,2020-03-20,4,-5
Turkey,2020-03-13,0,-4
Turkey,2020-03-15,0,0
Turkey,2020-03-12,0,0
Turkey,2020-03-10,0,0
Turkey,2020-03-24,44,44
Turkey,2020-03-03,0,-44
Turkey,2020-03-17,1,1
Turkey,2020-03-26,75,74
Turkey,2020-03-07,0,-75
Turkey,2020-03-23,37,37
Turkey,2020-03-08,0,-37
Turkey,2020-03-11,0,0
Turkey,2020-03-22,30,30
Turkey,2020-03-19,3,-27
Turkey,2020-03-14,0,-3
Turkey,2020-03-25,59,59
Turkey,2020-03-05,0,-59
Turkey,2020-03-27,92,92
Turkey,2020-03-04,0,-92
Turkey,2020-03-01,0,0
Turkey,2020-03-06,0,0
Turkey,2020-03-02,0,0
Turkey,2020-03-16,0,0
Turkey,2020-03-18,1,1
US,2020-03-01,1,0
US,2020-03-14,54,53
US,2020-03-19,200,146
US,2020-03-08,21,-179
US,2020-03-15,63,42
US,2020-03-13,47,-16
US,2020-03-20,244,197
US,2020-03-07,17,-227
US,2020-03-21,307,290
US,2020-03-06,14,-293
US,2020-03-05,12,-2
US,2020-03-12,40,28
US,2020-03-22,417,377
US,2020-03-18,118,-299
US,2020-03-26,1209,1091
US,2020-03-09,22,-1187
US,2020-03-24,706,684
US,2020-03-04,11,-695
US,2020-03-03,7,-4
US,2020-03-17,108,101
US,2020-03-23,557,449
US,2020-03-27,1581,1024
US,2020-03-11,36,-1545
US,2020-03-10,28,-8
US,2020-03-16,85,57
US,2020-03-25,942,857
US,2020-03-02,6,-936
Uganda,2020-03-27,0,0
Uganda,2020-03-08,0,0
Uganda,2020-03-20,0,0
Uganda,2020-03-24,0,0
Uganda,2020-03-09,0,0
Uganda,2020-03-02,0,0
Uganda,2020-03-15,0,0
Uganda,2020-03-16,0,0
Uganda,2020-03-11,0,0
Uganda,2020-03-14,0,0
Uganda,2020-03-04,0,0
Uganda,2020-03-05,0,0
Uganda,2020-03-06,0,0
Uganda,2020-03-22,0,0
Uganda,2020-03-12,0,0
Uganda,2020-03-21,0,0
Uganda,2020-03-25,0,0
Uganda,2020-03-19,0,0
Uganda,2020-03-10,0,0
Uganda,2020-03-26,0,0
Uganda,2020-03-17,0,0
Uganda,2020-03-18,0,0
Uganda,2020-03-07,0,0
Uganda,2020-03-13,0,0
Uganda,2020-03-01,0,0
Uganda,2020-03-23,0,0
Uganda,2020-03-03,0,0
Ukraine,2020-03-19,2,0
Ukraine,2020-03-18,2,0
Ukraine,2020-03-14,1,-1
Ukraine,2020-03-05,0,-1
Ukraine,2020-03-06,0,0
Ukraine,2020-03-12,0,0
Ukraine,2020-03-13,1,1
Ukraine,2020-03-22,3,2
Ukraine,2020-03-08,0,-3
Ukraine,2020-03-11,0,0
Ukraine,2020-03-25,5,5
Ukraine,2020-03-02,0,-5
Ukraine,2020-03-03,0,0
Ukraine,2020-03-15,1,1
Ukraine,2020-03-27,5,4
Ukraine,2020-03-24,3,-2
Ukraine,2020-03-07,0,-3
Ukraine,2020-03-20,3,3
Ukraine,2020-03-10,0,-3
Ukraine,2020-03-26,5,5
Ukraine,2020-03-09,0,-5
Ukraine,2020-03-01,0,0
Ukraine,2020-03-23,3,3
Ukraine,2020-03-21,3,0
Ukraine,2020-03-04,0,-3
Ukraine,2020-03-17,2,2
Ukraine,2020-03-16,1,-1
United Arab Emirates,2020-03-26,2,0
United Arab Emirates,2020-03-21,2,0
United Arab Emirates,2020-03-01,0,-2
United Arab Emirates,2020-03-19,0,0
United Arab Emirates,2020-03-06,0,0
United Arab Emirates,2020-03-25,2,2
United Arab Emirates,2020-03-17,0,-2
United Arab Emirates,2020-03-11,0,0
United Arab Emirates,2020-03-10,0,0
United Arab Emirates,2020-03-22,2,2
United Arab Emirates,2020-03-09,0,-2
United Arab Emirates,2020-03-08,0,0
United Arab Emirates,2020-03-05,0,0
United Arab Emirates,2020-03-24,2,2
United Arab Emirates,2020-03-15,0,-2
United Arab Emirates,2020-03-16,0,0
United Arab Emirates,2020-03-04,0,0
United Arab Emirates,2020-03-02,0,0
United Arab Emirates,2020-03-07,0,0
United Arab Emirates,2020-03-27,2,2
United Arab Emirates,2020-03-23,2,0
United Arab Emirates,2020-03-14,0,-2
United Arab Emirates,2020-03-20,2,2
United Arab Emirates,2020-03-03,0,-2
United Arab Emirates,2020-03-12,0,0
United Arab Emirates,2020-03-18,0,0
United Arab Emirates,2020-03-13,0,0
United Kingdom,2020-03-01,0,0
United Kingdom,2020-03-15,21,21
United Kingdom,2020-03-09,4,-17
United Kingdom,2020-03-19,138,134
United Kingdom,2020-03-26,580,442
United Kingdom,2020-03-07,2,-578
United Kingdom,2020-03-03,0,-2
United Kingdom,2020-03-27,761,761
United Kingdom,2020-03-23,336,-425
United Kingdom,2020-03-20,178,-158
United Kingdom,2020-03-18,72,-106
United Kingdom,2020-03-17,56,-16
United Kingdom,2020-03-13,8,-48
United Kingdom,2020-03-12,8,0
United Kingdom,2020-03-16,56,48
United Kingdom,2020-03-14,21,-35
United Kingdom,2020-03-11,8,-13
United Kingdom,2020-03-04,0,-8
United Kingdom,2020-03-08,3,3
United Kingdom,2020-03-02,0,-3
United Kingdom,2020-03-21,234,234
United Kingdom,2020-03-10,6,-228
United Kingdom,2020-03-22,282,276
United Kingdom,2020-03-05,1,-281
United Kingdom,2020-03-25,466,465
United Kingdom,2020-03-06,2,-464
United Kingdom,2020-03-24,423,421
Uruguay,2020-03-01,0,0
Uruguay,2020-03-13,0,0
Uruguay,2020-03-07,0,0
Uruguay,2020-03-11,0,0
Uruguay,2020-03-21,0,0
Uruguay,2020-03-06,0,0
Uruguay,2020-03-16,0,0
Uruguay,2020-03-10,0,0
Uruguay,2020-03-03,0,0
Uruguay,2020-03-20,0,0
Uruguay,2020-03-14,0,0
Uruguay,2020-03-24,0,0
Uruguay,2020-03-17,0,0
Uruguay,2020-03-05,0,0
Uruguay,2020-03-22,0,0
Uruguay,2020-03-27,0,0
Uruguay,2020-03-08,0,0
Uruguay,2020-03-12,0,0
Uruguay,2020-03-09,0,0
Uruguay,2020-03-18,0,0
Uruguay,2020-03-19,0,0
Uruguay,2020-03-02,0,0
Uruguay,2020-03-23,0,0
Uruguay,2020-03-25,0,0
Uruguay,2020-03-26,0,0
Uruguay,2020-03-15,0,0
Uruguay,2020-03-04,0,0
Uzbekistan,2020-03-06,0,0
Uzbekistan,2020-03-21,0,0
Uzbekistan,2020-03-15,0,0
Uzbekistan,2020-03-27,1,1
Uzbekistan,2020-03-20,0,-1
Uzbekistan,2020-03-12,0,0
Uzbekistan,2020-03-16,0,0
Uzbekistan,2020-03-07,0,0
Uzbekistan,2020-03-04,0,0
Uzbekistan,2020-03-23,0,0
Uzbekistan,2020-03-14,0,0
Uzbekistan,2020-03-18,0,0
Uzbekistan,2020-03-05,0,0
Uzbekistan,2020-03-25,0,0
Uzbekistan,2020-03-03,0,0
Uzbekistan,2020-03-02,0,0
Uzbekistan,2020-03-24,0,0
Uzbekistan,2020-03-26,0,0
Uzbekistan,2020-03-22,0,0
Uzbekistan,2020-03-19,0,0
Uzbekistan,2020-03-11,0,0
Uzbekistan,2020-03-13,0,0
Uzbekistan,2020-03-08,0,0
Uzbekistan,2020-03-09,0,0
Uzbekistan,2020-03-10,0,0
Uzbekistan,2020-03-01,0,0
Uzbekistan,2020-03-17,0,0
Venezuela,2020-03-07,0,0
Venezuela,2020-03-24,0,0
Venezuela,2020-03-26,0,0
Venezuela,2020-03-06,0,0
Venezuela,2020-03-11,0,0
Venezuela,2020-03-27,1,1
Venezuela,2020-03-14,0,-1
Venezuela,2020-03-17,0,0
Venezuela,2020-03-13,0,0
Venezuela,2020-03-18,0,0
Venezuela,2020-03-03,0,0
Venezuela,2020-03-02,0,0
Venezuela,2020-03-19,0,0
Venezuela,2020-03-01,0,0
Venezuela,2020-03-21,0,0
Venezuela,2020-03-10,0,0
Venezuela,2020-03-16,0,0
Venezuela,2020-03-08,0,0
Venezuela,2020-03-23,0,0
Venezuela,2020-03-20,0,0
Venezuela,2020-03-09,0,0
Venezuela,2020-03-12,0,0
Venezuela,2020-03-05,0,0
Venezuela,2020-03-15,0,0
Venezuela,2020-03-25,0,0
Venezuela,2020-03-22,0,0
Venezuela,2020-03-04,0,0
Vietnam,2020-03-19,0,0
Vietnam,2020-03-18,0,0
Vietnam,2020-03-20,0,0
Vietnam,2020-03-16,0,0
Vietnam,2020-03-23,0,0
Vietnam,2020-03-06,0,0
Vietnam,2020-03-26,0,0
Vietnam,2020-03-01,0,0
Vietnam,2020-03-10,0,0
Vietnam,2020-03-14,0,0
Vietnam,2020-03-02,0,0
Vietnam,2020-03-25,0,0
Vietnam,2020-03-21,0,0
Vietnam,2020-03-04,0,0
Vietnam,2020-03-08,0,0
Vietnam,2020-03-09,0,0
Vietnam,2020-03-13,0,0
Vietnam,2020-03-07,0,0
Vietnam,2020-03-12,0,0
Vietnam,2020-03-22,0,0
Vietnam,2020-03-24,0,0
Vietnam,2020-03-03,0,0
Vietnam,2020-03-27,0,0
Vietnam,2020-03-11,0,0
Vietnam,2020-03-17,0,0
Vietnam,2020-03-05,0,0
Vietnam,2020-03-15,0,0
West Bank and Gaza,2020-03-09,0,0
West Bank and Gaza,2020-03-16,0,0
West Bank and Gaza,2020-03-27,1,1
West Bank and Gaza,2020-03-04,0,-1
West Bank and Gaza,2020-03-15,0,0
West Bank and Gaza,2020-03-13,0,0
West Bank and Gaza,2020-03-26,1,1
West Bank and Gaza,2020-03-23,0,-1
West Bank and Gaza,2020-03-01,0,0
West Bank and Gaza,2020-03-03,0,0
West Bank and Gaza,2020-03-17,0,0
West Bank and Gaza,2020-03-11,0,0
West Bank and Gaza,2020-03-05,0,0
West Bank and Gaza,2020-03-08,0,0
West Bank and Gaza,2020-03-21,0,0
West Bank and Gaza,2020-03-25,0,0
West Bank and Gaza,2020-03-12,0,0
West Bank and Gaza,2020-03-10,0,0
West Bank and Gaza,2020-03-07,0,0
West Bank and Gaza,2020-03-19,0,0
West Bank and Gaza,2020-03-14,0,0
West Bank and Gaza,2020-03-22,0,0
West Bank and Gaza,2020-03-02,0,0
West Bank and Gaza,2020-03-18,0,0
West Bank and Gaza,2020-03-06,0,0
West Bank and Gaza,2020-03-20,0,0
West Bank and Gaza,2020-03-24,0,0
Zambia,2020-03-13,0,0
Zambia,2020-03-07,0,0
Zambia,2020-03-08,0,0
Zambia,2020-03-19,0,0
Zambia,2020-03-17,0,0
Zambia,2020-03-01,0,0
Zambia,2020-03-20,0,0
Zambia,2020-03-10,0,0
Zambia,2020-03-06,0,0
Zambia,2020-03-21,0,0
Zambia,2020-03-16,0,0
Zambia,2020-03-11,0,0
Zambia,2020-03-05,0,0
Zambia,2020-03-09,0,0
Zambia,2020-03-22,0,0
Zambia,2020-03-18,0,0
Zambia,2020-03-23,0,0
Zambia,2020-03-15,0,0
Zambia,2020-03-12,0,0
Zambia,2020-03-03,0,0
Zambia,2020-03-24,0,0
Zambia,2020-03-26,0,0
Zambia,2020-03-27,0,0
Zambia,2020-03-04,0,0
Zambia,2020-03-02,0,0
Zambia,2020-03-25,0,0
Zambia,2020-03-14,0,0
Zimbabwe,2020-03-09,0,0
Zimbabwe,2020-03-17,0,0
Zimbabwe,2020-03-15,0,0
Zimbabwe,2020-03-16,0,0
Zimbabwe,2020-03-12,0,0
Zimbabwe,2020-03-11,0,0
Zimbabwe,2020-03-14,0,0
Zimbabwe,2020-03-10,0,0
Zimbabwe,2020-03-26,1,1
Zimbabwe,2020-03-08,0,-1
Zimbabwe,2020-03-01,0,0
Zimbabwe,2020-03-25,1,1
Zimbabwe,2020-03-02,0,-1
Zimbabwe,2020-03-24,1,1
Zimbabwe,2020-03-03,0,-1
Zimbabwe,2020-03-23,1,1
Zimbabwe,2020-03-04,0,-1
Zimbabwe,2020-03-22,0,0
Zimbabwe,2020-03-05,0,0
Zimbabwe,2020-03-21,0,0
Zimbabwe,2020-03-06,0,0
Zimbabwe,2020-03-13,0,0
Zimbabwe,2020-03-20,0,0
Zimbabwe,2020-03-07,0,0
Zimbabwe,2020-03-19,0,0
Zimbabwe,2020-03-18,0,0
Zimbabwe,2020-03-27,1,1
